#;P0;
;(s);
3229;0.002620;
3230;0.750809;
3231;1.541412;
3232;0.003193;
3233;1.085000;
3234;0.003784;
3235;*;
3236;0.783300;
3237;0.846000;
3238;0.441210;
3239;0.989797;
3240;0.027464;
3241;2.511763;
3242;0.648044;
3243;1.192649;
3244;1.034330;
3245;0.218254;
3246;0.170470;
3247;1.634497;
3248;1.726810;
3249;*;
3250;0.760120;
3251;0.643184;
3252;1.070990;
3253;0.002790;
3254;*;
3255;1.296000;
3256;0.285600;
3257;1.043362;
3258;0.002083;
3259;0.397590;
3260;0.267277;
3261;0.355520;
3262;1.286564;
3263;0.111524;
3264;1.536490;
3265;0.144073;
3266;0.057189;
3267;0.433440;
3268;0.775345;
3269;0.414590;
3270;3.804990;
3271;1.019093;
3272;0.129430;
3273;0.002530;
3274;0.002876;
3275;0.002370;
3276;0.024530;
3277;0.063640;
3278;0.002920;
3279;0.351879;
3280;0.618761;
3281;0.240153;
3282;1.138403;
3283;3.159000;
3284;0.106633;
3285;0.323648;
3286;0.218340;
3287;0.344100;
3288;0.363686;
3289;0.574698;
3290;0.167628;
3291;1.527042;
3292;0.226107;
3293;5.198346;
3294;1.420160;
3295;0.827097;
3296;1.235757;
3297;0.424000;
3298;0.058990;
3299;1.765776;
3300;0.632235;
3301;1.300000;
3302;0.003420;
3303;0.552900;
3304;0.004702;
3305;1.104130;
3306;0.969160;
3307;0.846793;
3308;0.976470;
3309;0.291023;
3310;0.168678;
3311;0.001990;
3312;0.001991;
3313;0.212353;
3314;0.181640;
3315;0.512111;
3316;0.185397;
3317;0.336578;
3318;5.166000;
3319;0.830270;
3320;0.009050;
3321;0.010690;
3322;0.010690;
3323;3.174832;
3324;0.002564;
3325;0.377578;
3326;0.472510;
3327;1.016953;
3328;1.257381;
3329;1.881420;
3330;0.502580;
3331;0.989836;
3332;1.972050;
3333;0.511580;
3334;0.755993;
3335;0.741762;
3336;0.578070;
3337;1.245890;
3338;0.237161;
3339;1.494880;
3340;0.222972;
3341;2.020780;
3342;0.283643;
3343;0.006800;
3344;0.448945;
3345;1.229312;
3346;3.864820;
3347;0.996108;
3348;0.542451;
3349;0.002947;
3350;0.005640;
3351;0.337855;
3352;2.330266;
3353;0.093240;
3354;0.664679;
3355;0.308048;
3356;0.452867;
3357;0.538647;
3358;2.712428;
3359;0.325421;
3360;0.411159;
3361;0.531493;
3362;0.003870;
3363;1.321520;
3364;1.441749;
3365;0.004984;
3366;0.341859;
3367;2.063560;
3368;1.360603;
3369;0.504606;
3370;0.557609;
3371;0.002332;
3372;0.003266;
3373;0.008358;
3374;0.005277;
3375;0.009035;
3376;0.004572;
3377;0.008485;
3378;6.940000;
3379;0.003619;
3380;0.005384;
3381;0.005860;
3382;1.333000;
3383;0.531160;
3384;0.058230;
3385;0.796910;
3386;16.925900;
3387;0.273707;
3388;0.323858;
3389;0.365470;
3390;1.337000;
3391;0.190873;
3392;0.003440;
3393;0.027240;
3394;0.027239;
3395;1.010462;
3396;0.299992;
3397;0.004626;
3398;0.582470;
3399;3.282490;
3400;0.460406;
3401;1.126810;
3402;0.003626;
3403;3.685070;
3404;0.897470;
3405;3.053000;
3406;0.409349;
3407;0.670710;
3408;0.003166;
3409;0.003170;
3410;2.232969;
3411;0.621976;
3412;0.025068;
3413;0.003230;
3414;0.390530;
3415;1.616130;
3416;0.006090;
3417;0.444790;
3418;0.661997;
3419;0.005027;
3420;0.754450;
3421;1.257181;
3422;0.134412;
3423;2.470460;
3424;0.163251;
3425;1.241965;
3426;0.837158;
3427;0.035911;
3428;0.434210;
3429;0.190067;
3430;0.450620;
3431;*;
3432;0.027285;
3433;0.923872;
3434;0.306072;
3435;0.923391;
3436;0.521473;
3437;0.851079;
3438;0.825940;
3439;0.457527;
3440;2.018190;
3441;0.878889;
3442;0.693811;
3443;0.018512;
3444;0.455499;
3445;0.440040;
3446;0.617230;
3447;2.484990;
3448;*;
3449;0.138870;
3450;0.600998;
3451;2.277550;
3452;1.159520;
3453;0.459114;
3454;0.317306;
3455;0.051640;
3456;0.724000;
3457;0.004010;
3458;0.644140;
3459;0.005690;
3460;1.542707;
3461;2.058314;
3462;2.710090;
3463;0.342778;
3464;0.404554;
3465;1.546000;
3466;0.173647;
3467;0.100041;
3468;0.297494;
3469;0.059030;
3470;1.616231;
3471;2.000940;
3472;2.177000;
3473;0.011220;
3474;0.011220;
3475;0.541752;
3476;0.867880;
3477;0.439997;
3478;2.182746;
3479;7.368000;
3480;0.270257;
3481;1.618339;
3482;0.628970;
3483;0.349380;
3484;*;
3485;1.188000;
3486;0.227387;
3487;0.163150;
3488;0.281846;
3489;1.123310;
3490;1.137450;
3491;0.514000;
3492;1.248617;
3493;0.005440;
3494;0.003968;
3495;0.813453;
3496;2.129676;
3497;2.933000;
3498;0.004710;
3499;0.087730;
3500;0.510310;
3501;0.005637;
3502;0.194637;
3503;0.446460;
3504;0.809330;
3505;0.002920;
3506;0.419600;
3507;0.419340;
3508;0.334725;
3509;0.288300;
3510;0.425897;
3511;0.004400;
3512;*;
3513;3.657200;
3514;0.002104;
3515;0.856749;
3516;0.232990;
3517;1.181201;
3518;*;
3519;0.004070;
3520;0.109950;
3521;0.004280;
3522;0.370883;
3523;0.003764;
3524;0.003760;
3525;0.723000;
3526;0.007646;
3527;0.798693;
3528;1.272267;
3529;0.001900;
3530;1.603984;
3531;0.003960;
3532;0.866820;
3533;0.766000;
3534;0.571400;
3535;0.011660;
3536;0.003650;
3537;1.371460;
3538;0.562790;
3539;2.081343;
3540;0.004630;
3541;0.651512;
3542;0.003580;
3543;18.286900;
3544;0.571020;
3545;2.215802;
3546;0.509886;
3547;1.525710;
3548;1.602760;
3549;1.065400;
3550;0.785522;
3551;1.037824;
3552;0.002496;
3553;0.210650;
3554;0.957000;
3555;0.562302;
3556;3.345000;
3557;0.003000;
3558;1.598000;
3559;2.133950;
3560;0.573160;
3561;0.408420;
3562;4.602940;
3563;0.618188;
3564;5.637710;
3565;0.611900;
3566;0.143576;
3567;1.860100;
3568;0.936448;
3569;0.493000;
3570;0.003680;
3571;0.219870;
3572;2.009740;
3573;0.005660;
3574;0.002646;
3575;0.821036;
3576;0.760681;
3577;1.337302;
3578;1.451300;
3579;2.227590;
3580;0.794254;
3581;0.562074;
3582;2.357210;
3583;0.680590;
3584;0.833010;
3585;0.236178;
3586;1.172763;
3587;1.077924;
3588;1.920000;
3589;0.529623;
3590;0.371210;
3591;1.048760;
3592;0.547209;
3593;0.037990;
3594;0.003788;
3595;0.595193;
3596;1.149269;
3597;0.003180;
3598;0.005721;
3599;0.005720;
3600;1.090000;
3601;0.239950;
3602;0.498630;
3603;0.375082;
3604;2.935186;
3605;0.158043;
3606;0.758433;
3607;*;
3608;0.200980;
3609;1.277942;
3610;0.689240;
3611;0.388860;
3612;0.001950;
3613;0.684800;
3614;0.237790;
3615;0.005040;
3616;0.398640;
3617;1.655100;
3618;0.004110;
3619;0.049710;
3620;0.075659;
3621;1.916353;
3622;0.345390;
3623;3.885800;
3624;1.074080;
3625;0.318062;
3626;1.324922;
3627;0.304510;
3628;0.308306;
3629;0.678367;
3630;0.579838;
3631;1.034650;
3632;0.278730;
3633;1.346012;
3634;0.299072;
3635;1.608816;
3636;4.864284;
3637;0.290305;
3638;5.889280;
3639;0.202880;
3640;0.919630;
3641;0.312000;
3642;0.482766;
3643;0.298315;
3644;*;
3645;0.634960;
3646;1.431066;
3647;0.003022;
3648;1.010739;
3649;0.002970;
3650;0.403000;
3651;0.289838;
3652;0.068736;
3653;0.294460;
3654;0.010549;
3655;0.010540;
3656;2.260910;
3657;0.792807;
3658;0.005800;
3659;0.974350;
3660;0.817330;
3661;1.063000;
3662;2.365714;
3663;0.028041;
3664;1.166900;
3665;0.006418;
3666;0.002850;
3667;0.203320;
3668;0.866927;
3669;0.232780;
3670;0.391870;
3671;0.529681;
3672;0.044600;
3673;3.995400;
3674;1.220470;
3675;0.339216;
3676;0.563730;
3677;0.257833;
3678;0.723599;
3679;0.004790;
3680;0.814215;
3681;1.456000;
3682;0.806000;
3683;0.760032;
3684;0.323562;
3685;0.003209;
3686;0.425720;
3687;0.002280;
3688;*;
3689;1.609706;
3690;0.136855;
3691;0.005767;
3692;1.456115;
3693;0.185520;
3694;0.002610;
3695;1.779226;
3696;0.314359;
3697;0.234131;
3698;2.594110;
3699;0.501123;
3700;0.003860;
3701;0.582126;
3702;3.921038;
3703;0.593661;
3704;0.226519;
3705;1.864332;
3706;0.041831;
3707;0.208218;
3708;0.268217;
3709;0.014245;
3710;*;
3711;0.144470;
3712;0.571421;
3713;0.437454;
3714;0.002940;
3715;0.928324;
3716;1.346130;
3717;0.021507;
3718;0.371730;
3719;0.798860;
3720;0.040750;
3721;0.307050;
3722;1.166700;
3723;*;
3724;0.813690;
3725;2.052574;
3726;0.003543;
3727;0.004660;
3728;0.230984;
3729;*;
3730;0.178432;
3731;0.568442;
3732;1.939758;
3733;0.358745;
3734;0.004200;
3735;0.654408;
3736;0.843548;
3737;0.398500;
3738;5.529000;
3739;0.897000;
3740;0.080149;
3741;3.245065;
3742;0.912006;
3743;0.004340;
3744;0.967338;
3745;0.058345;
3746;0.009720;
3747;0.032928;
3748;0.032920;
3749;1.390727;
3750;0.642960;
3751;0.031582;
3752;2.645370;
3753;2.872774;
3754;0.003958;
3755;0.005090;
3756;0.004040;
3757;0.166760;
3758;0.200980;
3759;1.657429;
3760;1.749000;
3761;0.240100;
3762;1.121562;
3763;2.902500;
3764;7.106000;
3765;0.687082;
3766;0.002634;
3767;0.166116;
3768;0.793920;
3769;0.655070;
3770;0.052762;
3771;0.883332;
3772;0.022259;
3773;0.173867;
3774;2.311400;
3775;0.003360;
3776;0.001558;
3777;2.145340;
3778;0.005780;
3779;0.645302;
3780;2.402530;
3781;0.466963;
3782;1.232240;
3783;1.279000;
3784;0.002440;
3785;0.030050;
3786;11.906000;
3787;5.682000;
3788;0.258912;
3789;0.546824;
3790;0.004814;
3791;0.978468;
3792;0.098200;
3793;1.855276;
3794;0.217317;
3795;0.905394;
3796;0.559084;
3797;3.551570;
3798;2.306153;
3799;1.054750;
3800;0.840906;
3801;0.402858;
3802;1.405040;
3803;0.696262;
3804;0.044560;
3805;2.641910;
3806;1.353291;
3807;0.203558;
3808;0.275133;
3809;0.446227;
3810;1.859030;
3811;0.004680;
3812;0.004682;
3813;0.005084;
3814;0.012870;
3815;0.005590;
3816;0.635620;
3817;2.478910;
3818;0.006300;
3819;0.737820;
3820;1.270847;
3821;0.972430;
3822;0.005185;
3823;0.002430;
3824;1.996899;
3825;3.445320;
3826;0.003618;
3827;0.409135;
3828;0.841158;
3829;1.073900;
3830;4.756796;
3831;0.604120;
3832;1.068708;
3833;0.503070;
3834;2.377590;
3835;0.819150;
3836;2.398030;
3837;1.045633;
3838;0.025772;
3839;2.282440;
3840;0.440618;
3841;0.016960;
3842;1.334450;
3843;4.729000;
3844;0.008570;
3845;0.515167;
3846;0.435060;
3847;0.743030;
3848;0.003170;
3849;0.091200;
3850;0.983733;
3851;0.959449;
3852;0.002710;
3853;1.480744;
3854;1.110944;
3855;0.157509;
3856;0.008178;
3857;0.010900;
3858;0.002240;
3859;0.002603;
3860;1.798069;
3861;0.180940;
3862;1.325000;
3863;0.536240;
3864;0.394354;
3865;1.471000;
3866;0.528352;
3867;1.333950;
3868;1.903000;
3869;0.196627;
3870;0.932693;
3871;0.717311;
3872;0.332000;
3873;0.331631;
3874;1.319373;
3875;0.410340;
3876;0.847140;
3877;0.013138;
3878;0.388539;
3879;0.957620;
3880;0.455934;
3881;0.319760;
3882;0.004305;
3883;2.038640;
3884;1.670430;
3885;2.788918;
3886;5.094083;
3887;1.826100;
3888;0.048390;
3889;0.002310;
3890;1.625380;
3891;0.181928;
3892;0.275026;
3893;1.077647;
3894;0.020732;
3895;0.004140;
3896;0.003090;
3897;0.018020;
3898;0.018021;
3899;1.665665;
3900;0.039531;
3901;0.002590;
3902;0.851890;
3903;0.004444;
3904;0.004888;
3905;0.079899;
3906;0.028933;
3907;0.100679;
3908;0.004444;
3909;1.333965;
3910;1.011002;
3911;1.271208;
3912;0.712890;
3913;2.099440;
3914;0.193405;
3915;0.931210;
3916;0.737750;
3917;0.027210;
3918;0.092709;
3919;0.426677;
3920;0.352933;
3921;1.387041;
3922;1.387041;
3923;0.004873;
3924;0.188890;
3925;0.006133;
3926;0.279510;
3927;1.073878;
3928;0.003360;
3929;0.518938;
3930;0.008565;
3931;0.484000;
3932;5.012480;
3933;0.303911;
3934;0.071790;
3935;3.816000;
3936;0.875520;
3937;0.260014;
3938;0.003962;
3939;0.023370;
3940;0.003310;
3941;0.307683;
3942;0.374807;
3943;0.965096;
3944;1.050380;
3945;1.050380;
3946;8.073750;
3947;0.290389;
3948;1.098581;
3949;5.564720;
3950;0.311832;
3951;0.001607;
3952;0.005150;
3953;2.888460;
3954;0.514530;
3955;0.406081;
3956;0.777000;
3957;1.050500;
3958;0.729860;
3959;3.073783;
3960;0.003500;
3961;0.388440;
3962;0.006820;
3963;1.445550;
3964;*;
3965;0.719166;
3966;1.344724;
3967;0.276497;
3968;0.421794;
3969;0.696761;
3970;0.905067;
3971;1.009877;
3972;0.001790;
3973;0.478140;
3974;0.665879;
3975;0.080740;
3976;2.111265;
3977;1.193370;
3978;0.240953;
3979;2.332140;
3980;0.749840;
3981;2.146000;
3982;0.651050;
3983;0.615034;
3984;0.307943;
3985;2.279680;
3986;0.002164;
3987;1.741874;
3988;0.163695;
3989;0.499695;
3990;0.580871;
3991;0.325724;
3992;0.458735;
3993;4.634000;
3994;0.024497;
3995;0.608205;
3996;0.002680;
3997;0.589196;
3998;1.519260;
3999;0.226119;
4000;4.352303;
4001;0.076540;
4002;1.438369;
4003;0.565369;
4004;0.004816;
4005;1.551540;
4006;1.442448;
4007;0.005223;
4008;2.505660;
4009;0.931733;
4010;0.943220;
4011;0.544002;
4012;0.276028;
4013;0.368550;
4014;0.230194;
4015;0.580187;
4016;1.140000;
4017;0.977000;
4018;0.004328;
4019;2.303299;
4020;0.308100;
4021;0.004280;
4022;0.784650;
4023;0.457520;
4024;0.064940;
4025;2.178350;
4026;0.050809;
4027;0.230998;
4028;1.243759;
4029;0.002896;
4030;0.314850;
4031;0.537143;
4032;1.832559;
4033;0.166749;
4034;0.403478;
4035;0.040600;
4036;0.002314;
4037;0.224524;
4038;0.557953;
4039;2.191600;
4040;0.387664;
4041;0.031316;
4042;0.040612;
4043;0.003935;
4044;0.505200;
4045;0.525240;
4046;0.219000;
4047;0.103741;
4048;0.548090;
4049;0.370540;
4050;0.265318;
4051;0.803551;
4052;0.002646;
4053;0.343402;
4054;0.293750;
4055;0.048579;
4056;1.008900;
4057;0.529197;
4058;1.604738;
4059;0.011330;
4060;0.372619;
4061;0.211640;
4062;1.262000;
4063;0.623480;
4064;1.785520;
4065;0.010596;
4066;0.398173;
4067;0.004790;
4068;1.099651;
4069;0.515219;
4070;0.176707;
4071;1.819400;
4072;1.808820;
4073;1.216805;
4074;1.361370;
4075;0.578909;
4076;0.630513;
4077;1.014700;
4078;0.200129;
4079;0.133720;
4080;*;
4081;1.718420;
4082;0.306180;
4083;0.227070;
4084;0.579000;
4085;1.819000;
4086;0.005788;
4087;0.409576;
4088;0.048740;
4089;0.143246;
4090;5.013400;
4091;0.005949;
4092;1.281719;
4093;0.003650;
4094;0.479980;
4095;0.024565;
4096;1.358727;
4097;1.370920;
4098;0.501927;
4099;2.074379;
4100;0.618715;
4101;0.160165;
4102;0.160000;
4103;1.424568;
4104;1.577290;
4105;0.003275;
4106;0.002651;
4107;0.865606;
4108;0.290500;
4109;0.563000;
4110;0.562575;
4111;0.379950;
4112;1.159812;
4113;1.159820;
4114;0.004534;
4115;0.016020;
4116;0.548410;
4117;0.002380;
4118;0.096131;
4119;0.937000;
4120;0.588000;
4121;1.618000;
4122;*;
4123;16.606400;
4124;1.392715;
4125;0.395555;
4126;0.031682;
4127;0.141830;
4128;0.002960;
4129;0.002962;
4130;1.138286;
4131;0.523820;
4132;0.331150;
4133;0.476735;
4134;1.546938;
4135;0.004286;
4136;0.445945;
4137;0.283901;
4138;0.568301;
4139;1.961585;
4140;1.221020;
4141;0.553167;
4142;1.303160;
4143;0.001680;
4144;0.004509;
4145;0.001985;
4146;0.375310;
4147;0.119268;
4148;10.700000;
4149;0.012586;
4150;4.910379;
4151;0.341336;
4152;0.977000;
4153;0.002160;
4154;0.815181;
4155;0.319561;
4156;0.221508;
4157;0.002089;
4158;1.166640;
4159;0.225380;
4160;0.559574;
4161;1.458720;
4162;0.295290;
4163;0.254440;
4164;1.190000;
4165;0.358200;
4166;1.359940;
4167;0.235160;
4168;0.405729;
4169;0.108230;
4170;3.746630;
4171;3.529700;
4172;0.405737;
4173;2.304879;
4174;1.184450;
4175;0.414871;
4176;0.577231;
4177;0.244461;
4178;1.423105;
4179;3.953853;
4180;1.059532;
4181;4.061000;
4182;0.157830;
4183;0.275361;
4184;4.060755;
4185;1.202852;
4186;1.014685;
4187;0.552170;
4188;*;
4189;0.002603;
4190;0.552122;
4191;0.002219;
4192;0.440153;
4193;0.145884;
4194;1.602310;
4195;0.004950;
4196;0.370223;
4197;0.541421;
4198;1.294030;
4199;0.138868;
4200;0.694054;
4201;0.489000;
4202;0.004931;
4203;5.801500;
4204;0.325772;
4205;0.201550;
4206;0.331030;
4207;0.110665;
4208;0.056133;
4209;0.030529;
4210;0.004803;
4211;0.004651;
4212;0.004027;
4213;0.037660;
4214;0.006743;
4215;0.005122;
4216;0.011842;
4217;1.928451;
4218;3.960716;
4219;3.260740;
4220;1.687418;
4221;0.649330;
4222;0.007614;
4223;0.003726;
4224;3.325000;
4225;0.010149;
4226;0.006975;
4227;0.003005;
4228;0.004216;
4229;0.003703;
4230;0.004781;
4231;0.002536;
4232;1.227235;
4233;0.267322;
4234;1.750989;
4235;0.696171;
4236;0.220000;
4237;0.312470;
4238;1.083514;
4239;0.282849;
4240;0.557040;
4241;0.011019;
4242;0.012986;
4243;9.428229;
4244;8.509827;
4245;0.005041;
4246;1.419000;
4247;0.016052;
4248;0.927000;
4249;0.380140;
4250;0.654280;
4251;0.332206;
4252;0.003511;
4253;1.036000;
4254;0.593534;
4255;1.051903;
4256;2.892970;
4257;1.343361;
4258;1.609020;
4259;1.030003;
4260;1.373654;
4261;0.498149;
4262;1.525266;
4263;0.477000;
4264;0.477198;
4265;0.665561;
4266;0.966000;
4267;*;
4268;0.745379;
4269;0.745000;
4270;0.084703;
4271;0.938014;
4272;0.002416;
4273;0.322674;
4274;0.766000;
4275;0.636957;
4276;0.642506;
4277;0.933163;
4278;1.776961;
4279;2.057430;
4280;0.003908;
4281;1.004593;
4282;0.751000;
4283;0.003119;
4284;0.751195;
4285;0.374198;
4286;2.723136;
4287;2.723050;
4288;0.002610;
4289;0.419102;
4290;1.056844;
4291;0.538469;
4292;*;
4293;0.281399;
4294;1.336000;
4295;0.032818;
4296;1.632257;
4297;0.940000;
4298;0.682542;
4299;0.769700;
4300;0.842408;
4301;1.892982;
4302;2.745980;
4303;0.002978;
4304;0.272900;
4305;0.051648;
4306;0.443055;
4307;0.003577;
4308;0.003627;
4309;1.358745;
4310;0.059767;
4311;0.931715;
4312;0.006908;
4313;1.077395;
4314;0.560097;
4315;0.162734;
4316;3.070000;
4317;0.139935;
4318;0.855401;
4319;0.002187;
4320;0.460958;
4321;1.664501;
4322;0.596799;
4323;0.461000;
4324;0.477233;
4325;1.797962;
4326;12.122565;
4327;1.797908;
4328;0.979300;
4329;0.792236;
4330;0.002295;
4331;0.368246;
4332;0.469000;
4333;1.030560;
4334;3.648400;
4335;0.426500;
4336;6.979071;
4337;0.005192;
4338;0.742100;
4339;1.206404;
4340;0.269300;
4341;1.575886;
4342;1.066371;
4343;0.341603;
4344;0.535829;
4345;0.475068;
4346;1.944789;
4347;0.002613;
4348;1.256000;
4349;0.813375;
4350;0.349434;
4351;1.061000;
4352;1.061600;
4353;*;
4354;0.003445;
4355;1.444653;
4356;0.544065;
4357;0.216018;
4358;2.256488;
4359;0.004808;
4360;0.003463;
4361;3.759491;
4362;2.347489;
4363;1.436310;
4364;0.868735;
4365;0.233652;
4366;0.790000;
4367;0.266149;
4368;0.266000;
4369;0.632100;
4370;2.541133;
4371;0.728409;
4372;1.643622;
4373;2.291100;
4374;0.756899;
4375;0.002102;
4376;1.029839;
4377;0.495370;
4378;0.118710;
4379;0.002884;
4380;0.303300;
4381;1.799000;
4382;1.181463;
4383;1.383470;
4384;0.508092;
4385;1.164883;
4386;1.011727;
4387;1.164000;
4388;0.944784;
4389;0.557996;
4390;0.003719;
4391;0.958000;
4392;1.094396;
4393;1.840986;
